5|A1000043888A18|310004049808523|0080441200F2|SL-08-E2-P-CVE|927220| 65-801091
7|F61602CD|310004049867727|0080440E2A08|IPG/7310|618744|65-800811-9-00
8|F615DBA2|310004049810693|0080440E1746|IPG/7310|607414|65-800811-9-00
9|A100003690E2C6|310004049873459|00804411C5B8|SL-08-E2-CVE|909319| 65-801043
10|A1000043952373|310004042077096|008044132B35|SL-08-E2-P-CVE|972144| 65-801091
12|F61588C2|310004049881572|0080440DE044|IPG/7310|642793|65-800811-9-00
13|F615F86A|310004049904448|0080440E2C93|IPG/7310|619845|65-800811-9-00
14|F615C5AB|310008435913007|0080440E0943|IPG/7310|614011|65-800811-9-00
16|F616F991|310004049898763|0080440DE8DE|IPG/7310|626654|65-800811-9-00
19|F615FEFA|310004049811744|0080440E36EA|IPG/7310|615976|65-800811-9-00
21|F615FD5E|310004049896844|0080440E2B3E|IPG/7310|618614|65-800811-9-00
22|F616ED86|310004049657830|0080440DF025|IPG/7310|621135|65-800811-9-00
25|F616E99D|310004049491494|0080440DF46C|IPG/7310|621768|65-800811-9-00
26|F616F2E8|310004049900258|0080440DE866|IPG/7310|620342|65-800811-9-00
32|A1000043952400|310004049826118|00804412974A|SL-08-E2-CVE|989034| 65-801089
35|F615D47E|310004049897121|0080440E1786|IPG/7310|607792|65-800811-9-00
39|F616FD02|310004049901261|0080440E093E|IPG/7310|614259|65-800811-9-00
42|F614F113|310004049788423|0080440DD2AC|IPG/7310|641370|65-800811-9-00
43|F6160375|310004049811685|0080440E335B|IPG/7310|615921|65-800811-9-00
44|A1000012C0028D|310005052667823|0080441200F8|SL-08-E2-P-CVE|927232| 65-801091
45|F615DB07|310004049902676|0080440E06E3|IPG/7310|607921|65-800811-9-00
46|F616F77E|310004049896901|0080440DEA33|IPG/7310|626890|65-800811-9-00
47|F6157B96|310004049898000|0080440DDE36|IPG/7310|642496|65-800811-9-00
48|F615FDCD|310004049880215|0080440E3613|IPG/7310|616147|65-800811-9-00
52|A10000438733FF|310004048954172|008044123B00|SL-08-E2-CVE|936917| 65-801089
54|F615D77E|310004049881550|0080440E1335|IPG/7310|607476|65-800811-9-00
55|F615FEC4|310004049855760|0080440E357A|IPG/7310|615796|65-800811-9-00
